dataset,probe_row,future_step,target,mean_pairwise_scope_disagreement,split,scope_1_forecast,scope_48_forecast,scope_144_forecast,scope_360_forecast,scope_720_forecast
ETTh1,107,426,-0.0318494961,0.336374620191,validation,-0.5955850482,-0.5208359361,-1.2456734180,-0.8002304435,-0.0261933208
ETTh1,107,427,-0.3989586830,0.336374620191,validation,-1.1910240650,-1.3553471565,-1.9297168255,-0.7720934153,-1.0840768814
ETTh1,107,428,-0.4053006470,0.336374620191,validation,-1.4174435139,-1.4795391560,-1.7770860195,-1.4979912043,-0.9470631480
ETTh1,107,429,-1.1072657108,0.336374620191,validation,-2.6477553844,-1.8946509361,-1.9950529337,-2.0385792255,-1.7768099308
ETTh1,107,430,-2.2662146091,0.336374620191,validation,-2.5692470074,-3.0151197910,-2.1373877525,-1.8276017904,-1.8810296059
ETTh1,107,431,-3.5025355816,0.336374620191,validation,-2.7459762096,-2.2702703476,-2.2476763725,-2.0395689011,-0.7595889568
ETTh1,107,432,-3.0517122746,0.336374620191,validation,-2.1679077148,-1.6613252163,-1.6916036606,-1.7956846952,-2.6988606453
ETTh1,107,433,-2.0473260880,0.336374620191,validation,-1.6643165350,-1.7578330040,-1.2102258205,-1.4473092556,-1.5336484909
ETTh1,107,434,-1.8670331240,0.336374620191,validation,-1.0268126726,-1.0209136009,-1.0972337723,-1.0909361839,-1.0623915195
ETTh1,107,435,0.0196110979,0.336374620191,validation,-0.3755013347,-0.8724738955,-0.5924814343,-0.8218878508,-0.8170093298
ETTh1,107,436,0.1161901727,0.336374620191,validation,-0.5441803336,-0.3763475418,-0.5235558748,-0.7423560619,-1.5983872414
ETTh1,107,437,0.3867203295,0.336374620191,validation,0.4560918808,-0.1541470885,0.1630723476,-0.1098198593,0.0228676796
ETTh1,107,438,0.7793784738,0.336374620191,validation,-0.0108484626,0.2463691235,0.1577485800,0.2691751122,-0.8062719107
ETTh1,107,439,0.6119506359,0.336374620191,validation,0.1039522886,0.0302178264,0.1967110038,0.1011186838,-0.5242597461
ETTh1,107,440,0.8244971633,0.336374620191,validation,-0.1218263805,0.3930151463,-0.2722052336,0.3313987851,0.2452104092
ETTh1,107,441,0.6442041397,0.336374620191,validation,0.3742416501,0.3845478892,-0.2963427305,0.5298967361,-0.3819494843
ETTh1,107,442,0.5025064945,0.336374620191,validation,0.4354020357,0.4492157698,0.2184447646,0.2717525959,-0.2300625443
ETTh1,107,443,0.7473064065,0.336374620191,validation,0.1413042545,-0.1684239805,-0.0273132324,0.4904245138,0.4828654528
ETTh1,107,444,0.7407832146,0.336374620191,validation,0.3853448629,0.3214573264,0.7143478394,0.1888762712,0.0602412224
ETTh1,107,445,0.6507271528,0.336374620191,validation,0.4081813097,0.2035264373,0.5496468544,1.0039889812,-0.5916656256
ETTh1,107,446,0.5218947530,0.336374620191,validation,0.5448411703,0.3932392001,0.6094892025,0.1271287203,0.4010407925
ETTh1,107,447,0.3479436934,0.336374620191,validation,0.4223248959,0.4041120410,0.5341868401,0.4732441902,0.7313762903
ETTh1,107,448,0.2192923725,0.336374620191,validation,0.2080467939,0.3072100282,0.1564692855,-0.0678769946,0.2739564776
ETTh1,107,449,-0.2121424973,0.336374620191,validation,-0.2127282321,-0.2613762319,-0.2625621855,0.0480310321,-0.0946285725
ETTh1,107,450,-1.3132889271,0.336374620191,validation,-0.5916873813,-0.6084312797,-0.3451328278,-0.6954379082,-0.6230304241
ETTh1,107,451,-1.2230517864,0.336374620191,validation,-1.1886413097,-1.0967941284,-1.1104736328,-0.8158999681,-1.0172340870
ETTh1,107,452,-1.6416215897,0.336374620191,validation,-1.6922659874,-1.2077678442,-1.1074762344,-1.6593294144,-1.5102905035
ETTh1,107,453,-1.6287564039,0.336374620191,validation,-1.9829480648,-1.7532122135,-1.7055072784,-1.6429529190,-1.4405524731
ETTh1,107,454,-3.4960122108,0.336374620191,validation,-2.4688925743,-2.1020483971,-2.1673340797,-1.9608657360,-1.6959902048
ETTh1,107,455,-3.4316866398,0.336374620191,validation,-2.0292983055,-2.0089778900,-1.9963815212,-2.2659626007,-1.6702567339
ETTh1,107,456,-2.9745216370,0.336374620191,validation,-2.6067745686,-2.4424324036,-2.1318206787,-1.7061883211,-0.3088593781
ETTh1,107,457,-2.4528496265,0.336374620191,validation,-1.6755815744,-2.3302655220,-1.6708282232,-1.6782678366,-1.3081324100
ETTh1,107,458,-1.8605099916,0.336374620191,validation,-0.9501357079,-1.1155306101,-1.0571124554,-1.2542467117,-1.2445152998
ETTh1,107,459,-0.9333146214,0.336374620191,validation,-0.3212932050,-1.0718710423,-0.6563973427,-1.2162518501,-0.9468733072
ETTh1,107,460,-0.0963563398,0.336374620191,validation,-0.2920272946,-0.7505090833,-0.2799765170,-0.3627429307,-1.5191445351
ETTh1,107,461,0.3801971078,0.336374620191,validation,-0.7087781429,-0.0252071619,0.0369855165,-0.2678338587,-0.3257333338
ETTh1,107,462,0.9016878605,0.336374620191,validation,-0.3006407320,0.2576542497,-0.1017440557,-0.0396130085,-0.0406820774
ETTh1,107,463,0.8953459263,0.336374620191,validation,-0.1657872796,0.1404840946,-0.0638378263,-0.1330806017,0.5687680244
ETTh1,107,464,1.1270995140,0.336374620191,validation,0.0882023573,-0.0640771389,0.1175215840,0.3772689700,-0.0287867785
ETTh1,107,465,1.2816622257,0.336374620191,validation,0.1549286842,0.4256944656,0.4075121284,0.2769173384,0.1292517781
ETTh1,107,466,1.6228600740,0.336374620191,validation,0.1494796872,0.4900046587,0.2725386024,0.2602173686,0.7772526741
ETTh1,107,467,1.5005506277,0.336374620191,validation,0.3888780475,0.6517926455,0.2514532208,0.4498770237,0.6753282547
ETTh1,107,468,1.4876855612,0.336374620191,validation,0.8457931280,0.6436773539,0.3640632033,0.4828456640,-0.7271205783
ETTh1,107,469,0.9790598750,0.336374620191,validation,0.4515208006,0.2314322591,0.6815552711,0.6043958664,0.3888760805
ETTh1,107,470,1.1914250851,0.336374620191,validation,0.4570050240,0.6727160215,0.7559925318,0.2148041725,0.2083553672
ETTh1,107,471,1.2108134031,0.336374620191,validation,0.3666456342,0.5709750652,0.8313560486,0.2052097321,0.3058674932
ETTh1,107,472,0.6570692658,0.336374620191,validation,0.2689564824,-0.0670639873,0.6481702328,0.0919567347,-0.0101550817
ETTh1,107,473,-0.0575797074,0.336374620191,validation,-0.3991697431,-0.2380143404,0.1292839050,-0.0827817917,-0.2470618486
ETTh1,107,474,-1.0427588224,0.336374620191,validation,-0.3747375906,-0.4758210182,-1.1271492243,-0.9373381138,0.0330665708
ETTh1,107,475,-1.6930820942,0.336374620191,validation,-1.3764575720,-1.6000461578,-1.7628008127,-0.8938329220,-0.5418857336
ETTh1,107,476,-1.8541680574,0.336374620191,validation,-1.5229187012,-1.4428100586,-1.4444491863,-1.2478644848,-1.2558674812
ETTh1,107,477,-2.8328239918,0.336374620191,validation,-2.5017743111,-2.2341642380,-2.0878622532,-1.9435583353,-0.6295127869
ETTh1,107,478,-1.5707727671,0.336374620191,validation,-2.4561266899,-2.4390382767,-2.5696802139,-2.1269583702,-1.6785985231
ETTh1,107,479,-2.0150728226,0.336374620191,validation,-2.4760251045,-2.1592068672,-1.8541787863,-1.9401727915,-2.5526263714
ETTh1,107,480,-1.7445425987,0.336374620191,validation,-1.7549433708,-1.2893340588,-1.7619476318,-1.6893296242,-0.8147335052
ETTh1,107,481,-1.5193122625,0.336374620191,validation,-1.7868020535,-1.6863204241,-1.3557683229,-1.8343328238,-1.3508954048
ETTh1,107,482,-1.6673518419,0.336374620191,validation,-1.6053576469,-1.1416311264,-1.3092999458,-1.3429045677,-0.7076798081
ETTh1,107,483,-0.7724098563,0.336374620191,validation,-0.7767264843,-0.8563944697,-1.0103498697,-1.1383737326,-0.4788508713
ETTh1,107,484,0.1419203877,0.336374620191,validation,-0.0421540737,-0.4558061957,-0.2332755625,-0.4287690520,-0.8615835905
ETTh1,107,485,0.5282366872,0.336374620191,validation,0.3264269829,0.2978693247,0.0046988130,-0.0156404376,-0.9319790602
ETTh1,107,486,1.0176552534,0.336374620191,validation,0.3434418440,0.3246812224,-0.1516368091,-0.1184646785,-0.3491741419
ETTh1,107,487,0.9404645562,0.336374620191,validation,0.3492581248,0.0498337150,0.1013989449,0.3357468843,0.3899766803
ETTh1,107,488,0.7213948369,0.336374620191,validation,0.1484054923,0.2528459430,-0.2309135795,0.1004542112,-0.3873938322
ETTh1,107,489,1.0047901869,0.336374620191,validation,0.5786887407,0.2359457016,0.1536992192,0.3642343283,0.3311486244
ETTh1,107,490,1.5779227018,0.336374620191,validation,0.4995214939,0.6659194231,0.3660783172,0.2984871864,0.2333143353
ETTh1,107,491,1.1270995140,0.336374620191,validation,0.3766399622,0.4169715643,0.1149134040,0.4234462976,0.7388793230
ETTh1,107,492,1.1078923941,0.336374620191,validation,0.4743117094,0.5048904419,0.3623449206,0.6339665651,0.4484688044
ETTh1,107,493,0.6442041397,0.336374620191,validation,0.5362086296,0.5434230566,0.4050816298,0.6909679174,0.1459065676
ETTh1,107,494,0.8116319776,0.336374620191,validation,0.5354846716,0.6446752548,0.4866143465,0.4339283705,-0.1520279646
ETTh1,107,495,1.0948460102,0.336374620191,validation,-0.1876155436,-0.0523173809,0.4018201232,0.3906351924,0.3058418036
ETTh1,107,496,0.5541480780,0.336374620191,validation,0.5009282827,0.6868032217,0.2198004127,0.1086211801,-0.2359862626
ETTh1,107,497,-0.0512377694,0.336374620191,validation,-0.1928066313,0.2976464629,-0.2269508243,0.4752001762,-0.5328593254
ETTh1,107,498,-1.0878773928,0.336374620191,validation,-0.3968319595,-0.4801972508,-0.4037680626,-0.6357122660,-0.5647472739
ETTh1,107,499,-1.9056285620,0.336374620191,validation,-1.0859893560,-0.9115304351,-1.2663774490,-1.0022780895,-0.9805980921
ETTh1,107,500,-2.5044913292,0.336374620191,validation,-1.5687524080,-1.4640018940,-1.3075748682,-1.4450560808,-1.6640604734
ETTh1,107,501,-2.8199586868,0.336374620191,validation,-2.3814735413,-2.6164805889,-2.8624694347,-1.3951128721,-0.9875143766
ETTh1,107,502,-3.0517122746,0.336374620191,validation,-2.0500369072,-2.5450739861,-2.1621994972,-1.9482331276,-1.3927192688
ETTh1,107,503,-2.7105145454,0.336374620191,validation,-1.8719424009,-2.3698101044,-1.9556076527,-1.7612954378,-1.7281570435
ETTh1,107,504,-2.6139354706,0.336374620191,validation,-2.0229036808,-2.2178225517,-1.8663018942,-1.9784282446,-1.2608096600
ETTh1,107,505,-2.0536682606,0.336374620191,validation,-1.4043226242,-1.4265182018,-0.9906317592,-1.2123982906,-1.2137258053
ETTh1,107,506,-1.3647494316,0.336374620191,validation,-1.3410170078,-0.5694527626,-1.6580083370,-0.8651304841,-1.0192757845
ETTh1,107,507,-0.7336332798,0.336374620191,validation,-1.3411715031,-0.8463333845,-0.6286776066,-1.2444574833,0.4222497940
ETTh1,107,508,-0.0512377694,0.336374620191,validation,-0.6305589080,-0.6926721334,-0.3620551825,-0.5053823590,-0.1565624774
ETTh1,107,509,0.5476250648,0.336374620191,validation,0.0466400385,0.0464259386,0.0762643814,-0.1518620253,-0.5153285265
ETTh1,107,510,1.1593528986,0.336374620191,validation,0.5267496109,0.6268749237,-0.2488316596,0.2472574711,0.1494475007
ETTh1,107,511,1.2044714689,0.336374620191,validation,-0.0387931466,-0.1626442671,0.0636503100,-0.0729997754,-0.0504134893
ETTh1,107,512,0.9919250011,0.336374620191,validation,0.0084532499,0.7343101501,0.2958158255,0.4633499384,-0.4377453327
ETTh1,107,513,1.3202576637,0.336374620191,validation,0.0280253887,-0.0944019854,0.7280583382,0.1913366914,0.0509278178
ETTh1,107,514,1.3976296186,0.336374620191,validation,0.1004889011,-0.4040278196,0.5012029409,0.2063769698,0.9087724686
ETTh1,107,515,1.4490901232,0.336374620191,validation,0.6670508385,0.6059886217,0.3911135197,0.6608574390,0.4060048461
ETTh1,107,516,1.2751389742,0.336374620191,validation,0.1131845117,0.1171307564,0.3377622962,0.6670006514,0.6046738625
ETTh1,107,517,0.9982669353,0.336374620191,validation,0.5826750994,0.1399506330,0.7337847948,0.1187190413,-0.5509350300
ETTh1,107,518,0.5347598791,0.336374620191,validation,0.2671260834,0.5375971794,0.2152765989,0.3146926165,0.2221530080
ETTh1,107,519,0.5990854502,0.336374620191,validation,0.4498748779,0.2840664983,0.1884804368,0.0395302773,0.5514477491
ETTh1,107,520,0.2772760987,0.336374620191,validation,0.1844044924,-0.2772319317,-0.0146883726,0.2007879019,-0.5798522234
ETTh1,107,521,-0.0318494961,0.336374620191,validation,-0.4773643911,-0.1856231391,-0.2885781825,-0.6651992798,-0.2470374703
ETTh1,107,522,-1.0878773928,0.336374620191,validation,-0.7283756733,-1.1190426350,-0.7975152135,-1.0006973743,-0.3813024163
ETTh1,107,523,-2.2790796757,0.336374620191,validation,-0.9367328882,-0.7868338823,-1.2214208841,-1.3424406052,-0.7190683484
ETTh1,107,524,-2.8134355545,0.336374620191,validation,-1.8800269365,-1.7111293077,-2.0663726330,-1.5860713720,-1.7324433327
ETTh1,107,525,-3.0131168365,0.336374620191,validation,-1.4787316322,-1.9110857248,-1.7868733406,-1.3251403570,-1.9956345558
ETTh1,107,526,-3.2448704243,0.336374620191,validation,-2.0302753448,-1.9071273804,-1.6842089891,-1.9011693001,-1.3317391872
ETTh1,107,527,-2.9036726952,0.336374620191,validation,-2.3080062866,-2.2419962883,-2.2210984230,-2.1099772453,-1.6380764246
ETTh1,107,528,-2.3885240555,0.336374620191,validation,-2.1296548843,-2.2268269062,-1.9958667755,-2.0792906284,-1.1667785645
ETTh1,107,529,-1.9442240000,0.336374620191,validation,-1.0548114777,-1.6579233408,-1.4697456360,-1.4739096165,-0.8506455421
ETTh1,107,530,-1.8347797394,0.336374620191,validation,-1.1201086044,-1.4202803373,-0.8083170652,-0.9834074378,-1.1806414127
ETTh1,107,531,-0.4504191875,0.336374620191,validation,-0.5239874125,-0.4887111187,-0.6223894358,-0.6468948722,-0.5345876813
ETTh1,107,532,-0.3795703948,0.336374620191,validation,-0.5362275839,-0.6451539397,-0.6850640178,-0.7627827525,-1.2689132690
ETTh1,107,533,0.3222133815,0.336374620191,validation,-0.3998396993,-0.1107232869,-0.3326539099,-0.3744164109,-0.0799798965
ETTh1,107,534,1.0948460102,0.336374620191,validation,0.1410945654,-0.0774677396,-0.3279687762,-0.0628089309,0.0298399329
ETTh1,107,535,1.1593528986,0.336374620191,validation,-0.2187794149,-0.1003931165,0.0905250311,-0.2266165614,0.3401803374
ETTh1,107,536,1.3717180490,0.336374620191,validation,-0.0428176522,-0.0424461961,0.1430473328,-0.1748669446,0.4833621979
ETTh1,107,537,1.2365437746,0.336374620191,validation,0.2470599413,0.6212837696,-0.0553106070,0.5606447458,0.1470896006
ETTh1,107,538,1.7516924143,0.336374620191,validation,0.2771585584,0.1645394564,0.1563659906,0.2465547919,0.4323639870
ETTh1,107,539,1.5907877684,0.336374620191,validation,0.0497599244,0.1895191669,0.4876523018,0.8041590452,-0.4480689168
ETTh1,107,540,1.2044714689,0.336374620191,validation,0.1443325877,0.0384853482,-0.0178641081,0.7962197065,0.6113809347
ETTh1,107,541,1.1593528986,0.336374620191,validation,0.6796379089,0.5722202063,0.8387143612,0.6825940609,-0.5350873470
ETTh1,107,542,1.0691157579,0.336374620191,validation,0.6607844830,0.5552911758,0.3299847841,0.6617661715,-0.1090968847
ETTh1,107,543,1.0176552534,0.336374620191,validation,0.1798721552,0.1498888135,0.3829047680,0.3784350157,0.9218153954
ETTh1,107,544,0.7407832146,0.336374620191,validation,0.3698152900,0.1847222447,-0.6860791445,-0.1904634237,-0.2396168411
ETTh1,107,545,0.1870389581,0.336374620191,validation,-0.0423212647,-0.3269349039,-0.0815384388,-0.6630539298,-0.0654926300
ETTh1,107,546,-0.9912982583,0.336374620191,validation,-1.0622824430,-1.1429295540,-0.8302561641,-0.5360978842,-0.4821597338
ETTh1,107,547,-1.8282566071,0.336374620191,validation,-1.2773611546,-1.5454335213,-1.3454800844,-1.0192391872,-0.8209657669
ETTh1,107,548,-1.7188123465,0.336374620191,validation,-1.3007712364,-1.3641078472,-1.4157505035,-1.4602611065,-1.2502250671
ETTh1,107,549,-3.4122984409,0.336374620191,validation,-2.3075079918,-2.2752037048,-1.9127826691,-1.9291527271,-1.1045036316
ETTh1,107,550,-3.3865680695,0.336374620191,validation,-2.3693761826,-1.5574064255,-2.6034402847,-1.7064067125,-1.7038551569
ETTh1,107,551,-3.2642588615,0.336374620191,validation,-2.1596992016,-2.0244908333,-1.9867020845,-1.9006389380,-1.1382009983
ETTh1,107,552,-2.8842844963,0.336374620191,validation,-2.2036862373,-1.9831099510,-2.2551667690,-1.4794796705,-0.6680583954
ETTh1,107,553,-2.3434054852,0.336374620191,validation,-1.7123073339,-1.5459804535,-2.1753554344,-1.4503192902,-0.2360436618
ETTh1,107,554,-1.5064470768,0.336374620191,validation,-1.2777354717,-0.6596994400,-1.4747524261,-1.2106235027,-1.0578051805
ETTh1,107,555,-0.5727285147,0.336374620191,validation,-0.8302298784,-0.6740449071,-0.8189721704,-0.7278427482,-1.0228253603
ETTh1,107,556,-0.0575797074,0.336374620191,validation,-0.0027976632,-0.5262365341,-0.5953516364,-0.9386502504,-0.7214735746
ETTh1,107,557,0.3738551736,0.336374620191,validation,-0.3722850680,-0.7406619787,0.0799689889,-0.3908006251,-0.8539004326
ETTh1,107,558,1.2173366547,0.336374620191,validation,0.4667915106,0.0638915896,0.6861753464,-0.2530151308,-0.1632323265
ETTh1,107,559,1.3202576637,0.336374620191,validation,0.3023090959,0.3323552012,0.0665662289,0.5311261415,-0.0731282830
ETTh1,107,560,1.3331228495,0.336374620191,validation,0.0762242079,0.0962417126,0.0367313623,0.2219959497,0.3235505819
ETTh1,107,561,1.4490901232,0.336374620191,validation,0.3647704124,0.7107247114,0.1042165160,0.1849144697,-0.0435043573
ETTh1,107,562,1.4490901232,0.336374620191,validation,0.0799546242,0.0780405998,0.6390655041,0.3711439371,-0.1181436777
ETTh1,107,563,1.4813436270,0.336374620191,validation,0.1011182070,0.2494325042,0.2044909000,0.2075180411,0.7547987700
ETTh1,107,564,1.8482714891,0.336374620191,validation,0.2692455649,0.3341000676,0.1874582767,0.0944329500,0.2261567712
ETTh1,107,565,1.1850831509,0.336374620191,validation,0.4778304100,0.1478013992,0.3898351789,0.2029405832,0.0742930174
ETTh1,107,566,1.4682971239,0.336374620191,validation,0.1987679601,0.3989388943,0.7244336605,0.3856427073,0.1684443951
ETTh1,107,567,1.6036529541,0.336374620191,validation,-0.1044833362,-0.0925734341,0.3721061945,0.2551687956,0.2961509824
ETTh1,107,568,1.1528297663,0.336374620191,validation,0.3562225103,0.0573303699,0.0803555250,0.2793000937,-0.6394917369
ETTh1,107,569,0.3801971078,0.336374620191,validation,-0.1852398813,-0.1744381189,-0.0675885677,-0.3142585158,-0.9355211258
ETTh1,107,570,-0.7466796041,0.336374620191,validation,-0.6077623963,-0.7344576716,-0.3785805106,-0.6329097152,-1.3158061504
ETTh1,107,571,-1.7704540491,0.336374620191,validation,-1.3054709435,-1.5109479427,-0.5266190767,-0.9143514633,-0.7810040712
ETTh1,107,572,-2.6268005371,0.336374620191,validation,-1.9464138746,-1.2085648775,-2.0285949707,-1.4760367870,-1.6139835119
ETTh1,107,573,-3.0839657784,0.336374620191,validation,-1.6912953854,-2.0453028679,-2.0107455254,-1.7412730455,-1.5193080902
ETTh1,107,574,-3.1160378456,0.336374620191,validation,-2.0032138824,-2.1304111481,-2.1712355614,-1.9354554415,-1.1916471720
ETTh1,107,575,-3.0194587708,0.336374620191,validation,-2.1023764610,-1.6730265617,-2.2843341827,-2.0876460075,-2.1074099541
ETTh1,107,576,-2.6782612801,0.336374620191,validation,-1.7415218353,-1.4627120495,-1.4576499462,-1.2882127762,-1.8436688185
ETTh1,107,577,-2.1759774685,0.336374620191,validation,-1.6950436831,-1.2461842299,-1.5785386562,-1.5034015179,-1.0153691769
ETTh1,107,578,-1.8153914213,0.336374620191,validation,-1.3245016336,-1.3262900114,-1.9403973818,-0.5604804754,-0.2505595088
ETTh1,107,579,-0.9139263034,0.336374620191,validation,-0.9472411871,-0.6008061171,-0.7681940794,-0.4988480508,-1.2623035908
ETTh1,107,580,0.0004039248,0.336374620191,validation,-0.2164565623,-0.9076938033,-0.4119829834,-0.7935285568,-0.2200207114
ETTh1,107,581,0.5025064945,0.336374620191,validation,-0.4329312742,-0.4301218987,-0.0127320290,-0.7304095626,0.4027723074
ETTh1,107,582,1.1656948328,0.336374620191,validation,-0.5720582604,-0.2814584076,0.3741803169,-0.4400063455,0.3561860919
ETTh1,107,583,1.5262809992,0.336374620191,validation,0.1170870662,0.0052974820,-0.2369685471,0.4165848494,0.3233646154
ETTh1,107,584,1.5199390650,0.336374620191,validation,-0.2042420208,0.4061347842,-0.1330889165,-0.0397341847,0.0341861248
ETTh1,107,585,1.3976296186,0.336374620191,validation,0.3349348307,0.6092309952,-0.1409975588,0.3235241771,0.1194670200
ETTh1,107,586,1.7130972147,0.336374620191,validation,0.1757163405,0.2206006646,0.2876741886,0.5000764132,0.9903422594
ETTh1,107,587,1.7451694012,0.336374620191,validation,0.3961963058,0.2804955840,0.0505319834,0.1479169130,0.4973791838
ETTh1,107,588,1.7710808516,0.336374620191,validation,0.6699911356,0.5248723030,0.2559195757,0.2882379889,0.6109397411
ETTh1,107,589,1.5779227018,0.336374620191,validation,-0.3024891913,0.4965164661,0.8055719137,0.2961710691,0.6034246683
ETTh1,107,590,1.3396458626,0.336374620191,validation,0.2530735731,-0.1172864437,0.1932013035,-0.2088568509,1.1720331907
ETTh1,107,591,1.0756388903,0.336374620191,validation,0.0832833052,0.2272818089,0.2921928167,-0.0849742293,0.2894965410
ETTh1,107,592,0.9790598750,0.336374620191,validation,-0.0297454000,-0.5173651576,-0.4596682787,-0.1660998166,0.0211702585
ETTh1,107,593,0.3608088493,0.336374620191,validation,-0.8520970345,-0.9015133381,-0.2707793117,-0.5224475265,0.0237768292
ETTh1,107,594,-0.7530215383,0.336374620191,validation,-0.4977924228,-0.9063913822,0.0276685357,-0.9384080172,-0.8900941610
ETTh1,107,595,-1.9056285620,0.336374620191,validation,-1.1885086298,-1.1824326515,-1.4833915234,-0.7969135642,-0.7155526876
ETTh1,107,596,-2.4528496265,0.336374620191,validation,-1.4264223576,-1.2944371700,-1.9201867580,-1.6627520323,-2.2486436367
ETTh1,107,597,-2.9422681332,0.336374620191,validation,-1.1093122959,-2.1611008644,-1.4444906712,-1.4835393429,-0.8455201387
ETTh1,107,598,-3.0065937042,0.336374620191,validation,-2.2855091095,-2.2065386772,-2.7976965904,-1.1706930399,-1.7418425083
ETTh1,107,599,-2.9487912655,0.336374620191,validation,-2.1565194130,-1.9851499796,-2.0564413071,-1.4670357704,-2.1076400280
ETTh1,107,600,-2.6525309086,0.336374620191,validation,-1.9010760784,-1.5735604763,-2.6884677410,-1.4451961517,-1.2201246023
ETTh1,107,601,-2.0408029556,0.336374620191,validation,-1.8480814695,-2.1884460449,-1.7329057455,-1.7053055763,-0.6289546490
ETTh1,107,602,-1.4355982542,0.336374620191,validation,-0.9893522263,-1.3108732700,-1.5971063375,-1.0504356623,-0.6314080954
ETTh1,107,603,-0.6564424634,0.336374620191,validation,-1.0607351065,-1.0304825306,-0.8402940035,-1.2165377140,-0.2287053466
ETTh1,107,604,0.1290552318,0.336374620191,validation,-1.0723409653,-0.7126653194,-0.8950045109,-0.5906867981,-0.1123037934
ETTh1,107,605,0.5347598791,0.336374620191,validation,-0.3147749007,-0.2326910794,-0.3492433429,-0.8738392591,0.1236749887
ETTh1,107,606,1.2302018404,0.336374620191,validation,-0.0659783483,-0.0762509108,0.4949845076,-0.3653048873,-0.9800584316
ETTh1,107,607,1.3010505438,0.336374620191,validation,0.0377908945,0.5544308424,-0.0528913736,0.1918838024,0.4297590256
ETTh1,107,608,1.5070738792,0.336374620191,validation,0.0940593481,0.5266003609,0.0277981758,0.4301540852,0.3202861547
ETTh1,107,609,1.5199390650,0.336374620191,validation,0.1794018745,0.4199808836,0.2252779007,0.2948707938,0.5694569349
ETTh1,107,610,1.8419295549,0.336374620191,validation,0.2306656241,1.0541014671,0.0826210380,0.3096112609,0.0204150081
ETTh1,107,611,1.6937087774,0.336374620191,validation,0.2096906900,0.2079701424,0.1990419030,0.3670495152,0.5479916334
ETTh1,107,612,1.7451694012,0.336374620191,validation,0.3627516627,0.5465598106,0.1370047331,0.3015726209,0.3346144557
ETTh1,107,613,1.5650575161,0.336374620191,validation,0.3040915132,0.3600018024,0.1740906239,0.1440852880,0.2344955802
ETTh1,107,614,1.5585342646,0.336374620191,validation,0.3031285405,0.2697396278,0.2900419831,-0.3712381124,0.9251915216
ETTh1,107,615,1.3782413006,0.336374620191,validation,0.6346443892,0.4504835606,0.3557146788,0.0855162144,0.0025105476
ETTh1,107,616,1.0113133192,0.336374620191,validation,-0.5090689659,0.0100331903,0.0296881199,-0.1736759543,-0.9171578884
ETTh1,107,617,0.6635923386,0.336374620191,validation,-0.0333433151,-0.5373653173,-0.3548329473,0.1282646060,-0.3822568059
ETTh1,107,618,-0.7272912860,0.336374620191,validation,-0.8348667622,-1.0405824184,-0.2761572599,-1.1929030418,-0.8398865461
ETTh1,107,619,-1.7124704123,0.336374620191,validation,-1.0551919937,-1.7880491018,-1.1676087379,-1.7107845545,-0.7867960334
ETTh1,107,620,-2.2725565434,0.336374620191,validation,-1.9533677101,-1.6653425694,-1.3693475723,-2.2939658165,-1.8956538439
ETTh1,107,621,-2.5751588345,0.336374620191,validation,-1.8018622398,-1.9520199299,-2.3904638290,-1.3583879471,-1.3098953962
ETTh1,107,622,-2.7813634872,0.336374620191,validation,-2.0663919449,-2.1005959511,-3.0324296951,-1.3293755054,-1.5735399723
ETTh1,107,623,-2.5622937679,0.336374620191,validation,-2.7720253468,-1.6789375544,-2.1869204044,-1.1752364635,-1.5887867212
ETTh1,107,624,-2.0665333271,0.336374620191,validation,-1.5873732567,-1.7252261639,-2.2998082638,-0.9588770866,-1.5766053200
ETTh1,107,625,-1.7961844206,0.336374620191,validation,-1.3687807322,-1.5704069138,-1.6853492260,-0.8807636499,-0.5884442329
ETTh1,107,626,-1.2616472244,0.336374620191,validation,-1.5147039890,-1.4035253525,-1.2059029341,-1.0739440918,-1.0361099243
ETTh1,107,627,-0.7144261599,0.336374620191,validation,-1.1563683748,-0.9787585735,-1.6930325031,-0.7711644173,-0.8867975473
ETTh1,107,628,0.1290552318,0.336374620191,validation,-0.6101537347,-0.6041665077,-0.3949612379,-0.6905361414,-0.7656853795
ETTh1,107,629,0.6699344516,0.336374620191,validation,-0.4423618913,0.2335728407,-0.4444937706,-0.3357068598,-0.7546350956
ETTh1,107,630,1.4490901232,0.336374620191,validation,-0.5245209336,0.0896183848,-0.5187238455,-0.3403083682,-0.5681667328
ETTh1,107,631,1.3911064863,0.336374620191,validation,0.4062578678,-0.2992849946,-0.0517320037,-0.2081824243,0.0913800597
ETTh1,107,632,1.5650575161,0.336374620191,validation,0.0359729528,-0.1701492667,0.2200047970,0.1306444407,0.7240182161
ETTh1,107,633,1.5907877684,0.336374620191,validation,0.3904625773,0.1491380334,-0.2909146547,0.3648795485,0.4950965643
ETTh1,107,634,1.7259621620,0.336374620191,validation,0.2351161838,0.2551208138,0.2522866726,0.4481284618,0.4318910837
ETTh1,107,635,1.6937087774,0.336374620191,validation,0.5899893045,0.3962813020,0.0604492426,0.1957854629,0.6133329868
ETTh1,107,636,1.6679785252,0.336374620191,validation,0.3298587799,0.4005959034,-0.2110786438,0.2464801669,0.6362951994
ETTh1,107,637,1.4748203754,0.336374620191,validation,0.2826361656,0.4735854864,0.5672643185,0.2968885899,0.2068526149
